customer_idx,customer_id,row,col,cell_linear,weight,volume,priority,cluster,vehicle_id,depot_id
696,C001522,972,1895,2552423,24.280001,0.036000,2.000000,55,V0267,D001_4
697,C001524,665,1688,1746648,12.270000,0.047000,3.000000,63,V0004,D001_5
698,C001527,2072,290,5437218,11.650000,0.081000,2.000000,26,V0064,D001_2
699,C001530,546,209,1432913,3.100000,0.245000,2.000000,30,V0064,D001_2
700,C001531,856,2160,2248304,3.530000,0.143000,2.000000,50,V0267,D001_4
701,C001533,256,685,672429,16.780001,0.029000,2.000000,27,V0064,D001_2
702,C001534,2006,2331,5266075,6.380000,0.173000,1.000000,7,V0127,D001_1
703,C001536,1082,1037,2840205,0.460000,0.079000,1.000000,33,V0064,D001_2
704,C001540,271,719,711823,12.440000,0.085000,2.000000,27,V0064,D001_2
705,C001543,935,2313,2455753,15.070000,0.115000,2.000000,50,V0267,D001_4
706,C001545,1552,2354,4074802,11.790000,0.203000,2.000000,4,V0127,D001_1
707,C001546,2123,2514,5573266,15.370000,0.201000,2.000000,7,V0127,D001_1
708,C001548,17,1233,45841,2.320000,0.225000,2.000000,28,V0064,D001_2
709,C001549,1296,1498,3402202,22.820000,0.124000,2.000000,60,V0267,D001_4
710,C001550,2243,319,5885951,12.060000,0.097000,2.000000,26,V0064,D001_2
711,C001551,389,937,1021673,2.620000,0.202000,2.000000,27,V0064,D001_2
712,C001552,340,984,893144,1.530000,0.222000,1.000000,28,V0064,D001_2
713,C001554,483,1003,1268395,10.740000,0.149000,2.000000,31,V0064,D001_2
714,C001555,116,305,304689,6.030000,0.161000,3.000000,24,V0064,D001_2
715,C001557,2018,991,5296223,6.000000,0.168000,2.000000,-1,,
716,C001559,2095,1117,5498397,16.410000,0.100000,2.000000,-1,,
717,C001562,1286,1134,3375598,3.080000,0.175000,2.000000,60,V0267,D001_4
718,C001563,1033,1660,2712252,5.120000,0.196000,3.000000,55,V0267,D001_4
719,C001564,692,1960,1817768,22.040001,0.188000,2.000000,53,V0267,D001_4
720,C001565,938,1796,2463108,17.430000,0.045000,2.000000,55,V0267,D001_4
721,C001568,790,330,2073290,19.180000,0.165000,2.000000,30,V0064,D001_2
722,C001573,2266,2596,5948580,5.800000,0.052000,3.000000,-1,,
723,C001575,1737,1082,4558970,14.820000,0.239000,2.000000,-1,,
724,C001576,2206,2342,5790886,16.799999,0.170000,1.000000,3,V0127,D001_1
725,C001581,89,1575,235111,2.920000,0.074000,1.000000,25,V0064,D001_2
726,C001582,72,2457,191385,8.410000,0.035000,2.000000,62,V0004,D001_5
727,C001583,576,2369,1513793,20.600000,0.239000,2.000000,53,V0267,D001_4
728,C001587,1393,238,3655470,22.770000,0.203000,3.000000,29,V0064,D001_2
729,C001589,1700,2033,4462833,20.389999,0.124000,2.000000,58,V0267,D001_4
730,C001590,705,851,1850771,15.450000,0.103000,2.000000,31,V0064,D001_2
731,C001595,235,2406,619046,16.600000,0.054000,1.000000,62,V0004,D001_5
732,C001598,746,498,1958002,9.550000,0.023000,1.000000,33,V0064,D001_2
733,C001602,1843,2454,4838486,22.610001,0.210000,1.000000,7,V0127,D001_1
734,C001603,1533,144,4022736,10.150000,0.102000,1.000000,29,V0064,D001_2
735,C001607,468,2571,1230603,19.950001,0.131000,2.000000,62,V0004,D001_5
736,C001610,2165,1724,5682684,3.280000,0.017000,2.000000,14,V0231,D001_1
737,C001611,1758,1025,4614017,22.440001,0.029000,3.000000,-1,,
738,C001612,855,2543,2246063,11.500000,0.091000,2.000000,50,V0267,D001_4
739,C001613,2148,1450,5637802,10.820000,0.124000,2.000000,-1,,
740,C001614,2651,2547,6958771,7.370000,0.221000,2.000000,-1,,
741,C001615,1635,864,4291104,2.580000,0.026000,2.000000,40,V0049,D001_3
742,C001616,793,2028,2082860,24.480000,0.051000,1.000000,53,V0267,D001_4
743,C001618,2611,2134,6853398,8.370000,0.179000,1.000000,-1,,
744,C001622,459,983,1205399,17.490000,0.155000,2.000000,31,V0064,D001_2
745,C001625,2540,865,6665825,10.460000,0.188000,3.000000,-1,,
746,C001628,1526,1523,4005747,12.260000,0.248000,2.000000,60,V0267,D001_4
747,C001629,2440,2136,6404696,8.480000,0.119000,3.000000,3,V0127,D001_1
748,C001633,1891,391,4962375,14.160000,0.028000,2.000000,26,V0064,D001_2
749,C001635,2620,38,6874918,14.410000,0.238000,2.000000,-1,,
750,C001636,2190,1001,5747561,15.040000,0.127000,2.000000,-1,,
751,C001638,379,2546,997042,0.790000,0.104000,2.000000,62,V0004,D001_5
752,C001639,371,2129,975633,9.250000,0.018000,1.000000,53,V0267,D001_4
753,C001641,1147,200,3009928,5.490000,0.046000,3.000000,32,V0064,D001_2
754,C001644,1401,2263,3678487,17.040001,0.035000,2.000000,4,V0127,D001_1
755,C001649,440,1581,1156141,12.760000,0.145000,2.000000,34,V0064,D001_2
756,C001651,2324,2159,6100335,18.570000,0.063000,2.000000,3,V0127,D001_1
757,C001654,2063,2360,5415672,14.350000,0.014000,2.000000,7,V0127,D001_1
758,C001659,641,87,1682071,23.790001,0.217000,3.000000,30,V0064,D001_2
759,C001660,2591,2469,6801253,0.840000,0.223000,2.000000,-1,,
760,C001662,249,394,653770,5.130000,0.057000,2.000000,24,V0064,D001_2
761,C001664,1062,2101,2788789,24.200001,0.041000,2.000000,50,V0267,D001_4
762,C001666,2158,843,5663435,21.570000,0.177000,1.000000,-1,,
763,C001675,1653,2305,4339777,20.620001,0.163000,2.000000,4,V0127,D001_1
764,C001677,1930,1214,5065534,13.150000,0.224000,3.000000,-1,,
765,C001678,2222,2127,5832655,21.170000,0.113000,1.000000,3,V0127,D001_1
766,C001679,2321,2520,6092824,14.620000,0.228000,2.000000,-1,,
767,C001680,2512,380,6591868,0.930000,0.125000,2.000000,-1,,
768,C001682,877,2408,2303656,20.690001,0.225000,2.000000,50,V0267,D001_4
769,C001684,2443,1537,6411969,18.520000,0.098000,1.000000,1,V0127,D001_1
770,C001686,1922,2386,5045714,1.800000,0.098000,3.000000,7,V0127,D001_1
771,C001687,203,2037,534709,20.340000,0.072000,2.000000,62,V0004,D001_5
772,C001689,806,806,2115750,17.360001,0.134000,2.000000,31,V0064,D001_2
773,C001691,73,1253,192805,24.420000,0.155000,3.000000,28,V0064,D001_2
774,C001693,1247,551,3272679,1.270000,0.223000,2.000000,32,V0064,D001_2
775,C001694,463,1179,1216091,6.850000,0.241000,1.000000,28,V0064,D001_2
776,C001697,2146,1853,5632957,13.160000,0.154000,1.000000,20,V0190,D001_1
777,C001702,568,2107,1492539,7.160000,0.196000,3.000000,53,V0267,D001_4
778,C001703,658,1058,1727650,21.510000,0.250000,1.000000,31,V0064,D001_2
779,C001706,735,1436,1930076,10.920000,0.177000,2.000000,34,V0064,D001_2
780,C001708,2369,452,6216708,11.870000,0.138000,2.000000,-1,,
781,C001709,551,139,1445963,10.380000,0.127000,1.000000,30,V0064,D001_2
782,C001710,1050,2002,2757202,9.830000,0.140000,2.000000,55,V0267,D001_4
783,C001714,715,1983,1878143,24.020000,0.013000,3.000000,53,V0267,D001_4
784,C001715,2125,2081,5578081,10.230000,0.046000,2.000000,3,V0127,D001_1
785,C001717,786,1688,2064152,1.560000,0.219000,2.000000,55,V0267,D001_4
786,C001718,776,100,2036324,9.730000,0.243000,2.000000,30,V0064,D001_2
787,C001719,386,1811,1014675,3.030000,0.032000,2.000000,25,V0064,D001_2
788,C001722,1892,1359,4965967,18.200001,0.032000,2.000000,-1,,
789,C001725,1730,1466,4540986,6.770000,0.051000,2.000000,-1,,
790,C001726,942,2520,2474328,14.160000,0.232000,1.000000,50,V0267,D001_4
791,C001729,2495,2210,6549090,3.260000,0.179000,2.000000,3,V0127,D001_1
792,C001732,331,2489,871033,17.809999,0.167000,2.000000,62,V0004,D001_5
793,C001735,1093,1465,2869497,9.790000,0.087000,2.000000,55,V0267,D001_4
794,C001736,1067,2183,2801991,18.730000,0.196000,3.000000,50,V0267,D001_4
795,C001737,2523,1332,6621684,19.139999,0.081000,1.000000,-1,,
796,C001741,2486,1814,6525078,21.030001,0.185000,2.000000,1,V0127,D001_1
797,C001748,2145,1930,5630410,0.920000,0.143000,2.000000,18,V0190,D001_1
798,C001750,84,1535,221951,8.310000,0.222000,1.000000,25,V0064,D001_2
799,C001755,2347,1741,6160269,2.650000,0.069000,1.000000,1,V0127,D001_1
800,C001758,2370,1664,6220544,1.050000,0.227000,3.000000,1,V0127,D001_1
801,C001761,1894,663,4970519,20.820000,0.054000,2.000000,38,V0049,D001_3
802,C001762,1937,862,5083550,22.980000,0.238000,1.000000,-1,,
803,C001763,2287,1479,6002567,7.030000,0.210000,2.000000,-1,,
804,C001765,13,1157,35269,15.910000,0.031000,1.000000,28,V0064,D001_2
805,C001766,366,2120,962504,3.340000,0.108000,3.000000,53,V0267,D001_4
806,C001767,2320,2257,6089937,9.440000,0.075000,2.000000,3,V0127,D001_1
807,C001768,857,36,2248804,19.410000,0.020000,3.000000,30,V0064,D001_2
808,C001769,935,873,2454313,21.670000,0.082000,2.000000,33,V0064,D001_2
809,C001771,1322,2326,3471254,6.390000,0.146000,2.000000,4,V0127,D001_1
810,C001772,295,1425,775505,8.290000,0.247000,1.000000,28,V0064,D001_2
811,C001774,1612,2082,4231970,10.060000,0.065000,2.000000,58,V0267,D001_4
812,C001775,1530,2565,4017285,18.500000,0.133000,3.000000,4,V0127,D001_1
813,C001779,1375,712,3608712,21.400000,0.038000,2.000000,63,V0004,D001_5
814,C001780,1799,1398,4721974,15.140000,0.031000,1.000000,-1,,
815,C001781,2216,389,5815173,9.480000,0.134000,1.000000,26,V0064,D001_2
816,C001783,2562,1962,6724650,12.940000,0.037000,2.000000,5,V0127,D001_1
817,C001784,645,1129,1693609,2.610000,0.239000,2.000000,31,V0064,D001_2
818,C001787,777,532,2039380,3.450000,0.119000,2.000000,33,V0064,D001_2
819,C001788,1051,1263,2759087,18.610001,0.083000,2.000000,60,V0267,D001_4
820,C001789,491,2010,1290394,6.550000,0.039000,2.000000,53,V0267,D001_4
821,C001791,942,2091,2473899,13.100000,0.185000,1.000000,50,V0267,D001_4
822,C001792,1394,2115,3659971,23.030001,0.238000,1.000000,58,V0267,D001_4
823,C001796,1040,2109,2731069,9.070000,0.200000,3.000000,50,V0267,D001_4
824,C001797,1984,2412,5208428,16.690001,0.121000,1.000000,7,V0127,D001_1
825,C001801,68,969,179401,15.060000,0.190000,2.000000,31,V0064,D001_2
826,C001803,751,1377,1972001,1.970000,0.069000,2.000000,31,V0064,D001_2
827,C001806,691,724,1813908,20.059999,0.034000,3.000000,33,V0064,D001_2
828,C001809,1601,152,4201176,3.810000,0.168000,2.000000,29,V0064,D001_2
829,C001811,1467,2084,3851492,3.970000,0.089000,2.000000,58,V0267,D001_4
830,C001812,2208,1054,5794846,7.100000,0.045000,1.000000,-1,,
831,C001813,1727,1411,4533059,12.070000,0.047000,3.000000,48,V0086,D001_3
832,C001814,613,953,1609465,20.990000,0.121000,2.000000,31,V0064,D001_2
833,C001815,878,796,2304668,19.400000,0.238000,2.000000,33,V0064,D001_2
834,C001817,1639,873,4301609,4.150000,0.108000,2.000000,-1,,
835,C001819,2173,1824,5703776,21.570000,0.249000,2.000000,-1,,
836,C001822,764,2524,2007260,1.590000,0.097000,3.000000,50,V0267,D001_4
837,C001823,1170,2163,3072243,17.120001,0.035000,3.000000,50,V0267,D001_4
838,C001831,989,1400,2596536,14.030000,0.036000,1.000000,63,V0004,D001_5
839,C001832,1852,2136,4861784,23.459999,0.036000,3.000000,7,V0127,D001_1
840,C001834,1381,291,3624035,7.230000,0.108000,2.000000,29,V0064,D001_2
841,C001843,476,599,1249623,7.380000,0.173000,3.000000,27,V0064,D001_2
842,C001845,1500,1943,3937943,24.799999,0.078000,3.000000,58,V0267,D001_4
843,C001849,1420,2568,3728648,8.390000,0.132000,2.000000,4,V0127,D001_1
844,C001851,2227,261,5843909,16.459999,0.006000,2.000000,26,V0064,D001_2
845,C001853,60,1182,158622,6.710000,0.125000,1.000000,28,V0064,D001_2
846,C001855,570,2025,1497705,7.780000,0.212000,1.000000,53,V0267,D001_4
847,C001856,668,1196,1754028,6.780000,0.183000,3.000000,31,V0064,D001_2
848,C001859,1948,427,5111979,9.210000,0.132000,3.000000,26,V0064,D001_2
849,C001861,2495,1775,6548655,24.969999,0.005000,3.000000,1,V0127,D001_1
850,C001867,1147,630,3010358,3.420000,0.217000,1.000000,32,V0064,D001_2
851,C001869,1885,1999,4948239,14.180000,0.179000,2.000000,-1,,
852,C001872,2086,1169,5474833,15.060000,0.211000,2.000000,-1,,
853,C001875,2116,493,5552877,18.200001,0.157000,1.000000,-1,,
854,C001878,1260,2039,3308279,3.000000,0.123000,2.000000,58,V0267,D001_4
855,C001879,1061,2231,2786295,15.930000,0.166000,3.000000,50,V0267,D001_4
856,C001880,861,1028,2260292,11.240000,0.117000,1.000000,31,V0064,D001_2
857,C001882,472,1667,1240195,6.770000,0.057000,3.000000,34,V0064,D001_2
858,C001884,1537,1108,4034196,19.230000,0.179000,2.000000,60,V0267,D001_4
859,C001885,1438,1725,3775037,24.660000,0.209000,1.000000,58,V0267,D001_4
860,C001886,2197,1151,5766079,21.610001,0.014000,2.000000,-1,,
861,C001890,739,1716,1940852,3.710000,0.151000,2.000000,55,V0267,D001_4
862,C001891,1746,205,4581709,21.230000,0.045000,1.000000,29,V0064,D001_2
863,C001893,1581,219,4148763,20.660000,0.054000,3.000000,29,V0064,D001_2
864,C001896,955,245,2506165,2.520000,0.058000,2.000000,30,V0064,D001_2
865,C001899,2284,1436,5994652,17.000000,0.225000,2.000000,-1,,
866,C001900,476,1161,1250185,20.139999,0.234000,1.000000,31,V0064,D001_2
867,C001901,268,2253,705485,2.910000,0.051000,2.000000,62,V0004,D001_5
868,C001904,112,882,294770,17.230000,0.104000,3.000000,27,V0064,D001_2
869,C001907,2362,2168,6200056,0.540000,0.195000,2.000000,3,V0127,D001_1
870,C001910,682,927,1790495,1.220000,0.039000,2.000000,31,V0064,D001_2
871,C001914,1288,389,3380101,14.620000,0.181000,1.000000,32,V0064,D001_2
872,C001915,2568,462,6738894,10.410000,0.191000,1.000000,-1,,
873,C001916,2348,947,6162099,11.430000,0.090000,1.000000,-1,,
874,C001917,1158,267,3038859,1.910000,0.067000,2.000000,32,V0064,D001_2
875,C001918,637,861,1672349,17.350000,0.155000,1.000000,31,V0064,D001_2
876,C001919,1804,1264,4734960,16.350000,0.207000,2.000000,-1,,
877,C001925,33,1369,87961,17.590000,0.141000,2.000000,28,V0064,D001_2
878,C001928,1528,737,4010209,22.200001,0.133000,1.000000,63,V0004,D001_5
879,C001929,880,1905,2311025,7.630000,0.069000,1.000000,55,V0267,D001_4
880,C001938,1698,2393,4457945,17.200001,0.178000,3.000000,4,V0127,D001_1
881,C001941,259,2381,681997,21.250000,0.038000,1.000000,62,V0004,D001_5
882,C001946,840,1054,2205214,21.110001,0.073000,3.000000,31,V0064,D001_2
883,C001947,612,130,1606018,24.100000,0.113000,2.000000,30,V0064,D001_2
884,C001952,2239,1791,5876927,15.160000,0.008000,3.000000,1,V0127,D001_1
885,C001954,247,839,648967,9.970000,0.119000,2.000000,27,V0064,D001_2
886,C001959,1887,1563,4953051,10.140000,0.080000,2.000000,-1,,
887,C001960,1581,1599,4150143,18.690001,0.121000,2.000000,60,V0267,D001_4
888,C001961,350,440,918840,7.420000,0.231000,2.000000,24,V0064,D001_2
889,C001962,2381,164,6247908,7.670000,0.031000,1.000000,-1,,
890,C001964,393,636,1031868,15.940000,0.168000,1.000000,27,V0064,D001_2
891,C001965,1384,2400,3634016,0.380000,0.007000,1.000000,4,V0127,D001_1
892,C001966,1204,854,3160150,11.810000,0.116000,2.000000,63,V0004,D001_5
893,C001967,2262,430,5935918,10.710000,0.222000,2.000000,26,V0064,D001_2
894,C001968,415,1972,1090932,2.950000,0.012000,2.000000,53,V0267,D001_4
895,C001971,562,852,1475540,12.630000,0.166000,2.000000,31,V0064,D001_2
896,C001972,1405,1655,3688375,14.550000,0.049000,1.000000,58,V0267,D001_4
897,C001974,1784,1755,4682971,22.219999,0.239000,1.000000,-1,,
898,C001977,32,547,84515,21.219999,0.092000,1.000000,27,V0064,D001_2
899,C001978,1439,1352,3777288,20.030001,0.207000,2.000000,60,V0267,D001_4
900,C001979,2481,851,6510995,22.730000,0.025000,2.000000,-1,,
901,C001980,1971,1308,5173212,15.890000,0.131000,2.000000,-1,,
902,C001981,540,2525,1419485,21.490000,0.175000,2.000000,-1,,
903,C001983,1916,562,5028146,18.820000,0.171000,2.000000,40,V0049,D001_3
904,C001984,2157,415,5660383,3.280000,0.075000,2.000000,26,V0064,D001_2
905,C001986,205,1607,539527,5.270000,0.228000,1.000000,25,V0064,D001_2
906,C001987,1187,1775,3116463,15.240000,0.033000,2.000000,55,V0267,D001_4
907,C001989,2643,1915,6937147,1.560000,0.102000,3.000000,-1,,
908,C001990,1133,2341,2975333,15.070000,0.227000,2.000000,50,V0267,D001_4
909,C001996,1959,1419,5141835,6.130000,0.076000,3.000000,-1,,
910,C001998,2294,2011,6021467,2.390000,0.028000,3.000000,3,V0127,D001_1
911,C002000,1360,299,3568939,20.639999,0.188000,2.000000,29,V0064,D001_2
912,C002001,1563,2101,4103413,4.990000,0.236000,2.000000,58,V0267,D001_4
913,C002002,2197,2524,5767452,6.540000,0.235000,2.000000,7,V0127,D001_1
914,C002003,2319,2351,6087407,7.080000,0.131000,2.000000,2,V0127,D001_1
915,C002008,1215,122,3188282,9.460000,0.040000,2.000000,32,V0064,D001_2
916,C002010,113,1320,297832,20.670000,0.212000,1.000000,28,V0064,D001_2
917,C002011,104,2488,275384,4.550000,0.033000,2.000000,62,V0004,D001_5
918,C002012,39,2096,104432,7.010000,0.086000,2.000000,62,V0004,D001_5
919,C002018,931,1732,2444676,18.070000,0.137000,2.000000,55,V0267,D001_4
920,C002022,1984,448,5206464,15.360000,0.089000,2.000000,26,V0064,D001_2
921,C002023,964,1553,2531089,0.910000,0.195000,1.000000,55,V0267,D001_4
922,C002027,222,1886,584414,4.930000,0.186000,2.000000,25,V0064,D001_2
923,C002029,1322,2096,3471024,9.780000,0.152000,1.000000,58,V0267,D001_4
924,C002032,724,1064,1900840,9.170000,0.074000,1.000000,31,V0064,D001_2
925,C002034,1113,1194,2921706,14.850000,0.026000,2.000000,60,V0267,D001_4
926,C002035,1299,887,3409463,15.520000,0.125000,2.000000,63,V0004,D001_5
927,C002037,1233,2525,3237917,12.030000,0.035000,2.000000,4,V0127,D001_1
928,C002041,122,573,320701,22.879999,0.027000,3.000000,27,V0064,D001_2
929,C002043,567,250,1488058,14.560000,0.170000,2.000000,30,V0064,D001_2
930,C002047,583,1510,1531302,19.000000,0.116000,2.000000,34,V0064,D001_2
931,C002048,2380,631,6245751,15.990000,0.144000,2.000000,-1,,
932,C002054,209,501,548917,4.710000,0.007000,2.000000,24,V0064,D001_2
933,C002055,2070,481,5432161,18.230000,0.217000,2.000000,-1,,
934,C002056,1784,2064,4683280,5.060000,0.214000,2.000000,7,V0127,D001_1
935,C002058,2049,1531,5378107,6.560000,0.206000,3.000000,-1,,
936,C002061,1063,1624,2790936,10.260000,0.142000,2.000000,55,V0267,D001_4
937,C002063,802,1940,2106388,23.950001,0.056000,2.000000,55,V0267,D001_4
938,C002064,1372,2457,3602585,14.600000,0.023000,3.000000,4,V0127,D001_1
939,C002065,578,1403,1518075,8.180000,0.129000,2.000000,34,V0064,D001_2
940,C002069,1105,2170,2901690,10.960000,0.105000,2.000000,50,V0267,D001_4
941,C002070,2326,1058,6104482,22.490000,0.223000,3.000000,39,V0049,D001_3
942,C002072,977,1540,2565188,21.330000,0.053000,2.000000,55,V0267,D001_4
943,C002074,1885,2062,4948302,13.810000,0.136000,1.000000,-1,,
944,C002076,2054,295,5389991,23.490000,0.113000,2.000000,26,V0064,D001_2
945,C002080,2557,2255,6711823,16.090000,0.081000,2.000000,-1,,
946,C002081,257,1990,676358,10.200000,0.118000,1.000000,62,V0004,D001_5
947,C002082,1026,322,2692546,4.090000,0.217000,3.000000,32,V0064,D001_2
948,C002083,2586,504,6786168,13.770000,0.208000,2.000000,-1,,
949,C002087,2551,1150,6694974,24.809999,0.235000,1.000000,-1,,
950,C002088,726,239,1905263,3.430000,0.190000,2.000000,30,V0064,D001_2
951,C002089,1580,1108,4147028,4.940000,0.017000,1.000000,60,V0267,D001_4
952,C002090,1962,2517,5150805,2.600000,0.236000,2.000000,7,V0127,D001_1
953,C002093,997,2397,2618525,2.410000,0.103000,2.000000,50,V0267,D001_4
954,C002094,879,2184,2308680,17.709999,0.029000,2.000000,50,V0267,D001_4
955,C002095,1043,2473,2739305,12.160000,0.150000,3.000000,50,V0267,D001_4
956,C002098,1183,1405,3105597,19.520000,0.206000,2.000000,60,V0267,D001_4
957,C002102,1504,218,3946714,9.870000,0.220000,3.000000,29,V0064,D001_2
958,C002104,76,2582,202006,6.940000,0.167000,2.000000,62,V0004,D001_5
959,C002106,2100,412,5510812,16.410000,0.046000,2.000000,26,V0064,D001_2
960,C002107,851,1942,2234966,20.040001,0.019000,2.000000,53,V0267,D001_4
961,C002108,1222,1727,3208255,3.830000,0.097000,2.000000,55,V0267,D001_4
962,C002109,2098,2348,5507500,23.490000,0.158000,1.000000,3,V0127,D001_1
963,C002110,237,1847,623735,10.310000,0.143000,2.000000,25,V0064,D001_2
964,C002111,2160,1317,5669157,12.740000,0.062000,2.000000,-1,,
965,C002114,98,489,257641,3.370000,0.119000,2.000000,24,V0064,D001_2
966,C002115,13,1230,35342,21.250000,0.052000,1.000000,28,V0064,D001_2
967,C002118,945,2575,2482255,8.730000,0.100000,2.000000,50,V0267,D001_4
968,C002124,1492,1960,3916968,17.400000,0.062000,2.000000,58,V0267,D001_4
969,C002125,1385,1993,3636233,19.180000,0.021000,2.000000,58,V0267,D001_4
970,C002126,413,1443,1085155,15.040000,0.236000,2.000000,25,V0064,D001_2
971,C002128,2319,1164,6086220,17.600000,0.102000,2.000000,-1,,
972,C002129,1531,1768,4019112,9.040000,0.078000,1.000000,58,V0267,D001_4
973,C002131,580,1516,1523436,10.400000,0.153000,2.000000,34,V0064,D001_2
974,C002133,744,102,1952358,0.370000,0.021000,1.000000,24,V0064,D001_2
975,C002136,2017,1409,5294017,22.020000,0.162000,1.000000,-1,,
976,C002138,623,2050,1636802,6.740000,0.147000,1.000000,53,V0267,D001_4
977,C002139,206,146,540690,2.080000,0.188000,2.000000,24,V0064,D001_2
978,C002143,1702,2433,4468481,22.990000,0.063000,2.000000,4,V0127,D001_1
979,C002147,1723,793,4521945,18.650000,0.025000,2.000000,-1,,
980,C002148,965,390,2532550,11.020000,0.155000,3.000000,30,V0064,D001_2
981,C002152,1989,2105,5221241,10.900000,0.123000,2.000000,7,V0127,D001_1
982,C002154,1400,1569,3675169,21.059999,0.062000,2.000000,60,V0267,D001_4
983,C002159,1786,909,4687373,9.620000,0.046000,2.000000,43,V0049,D001_3
984,C002160,1975,2498,5184898,16.240000,0.042000,3.000000,7,V0127,D001_1
985,C002161,1891,2348,4964332,4.230000,0.131000,2.000000,7,V0127,D001_1
986,C002163,933,339,2448531,15.070000,0.237000,2.000000,30,V0064,D001_2
987,C002165,1606,2141,4216285,16.850000,0.166000,2.000000,19,V0190,D001_1
988,C002166,938,714,2462026,11.930000,0.078000,1.000000,33,V0064,D001_2
989,C002167,2234,1649,5863665,12.810000,0.061000,2.000000,1,V0127,D001_1
990,C002168,2527,26,6630874,3.750000,0.191000,2.000000,-1,,
991,C002169,968,474,2540506,16.540001,0.118000,2.000000,32,V0064,D001_2
992,C002170,1161,2569,3049033,23.809999,0.094000,2.000000,50,V0267,D001_4
993,C002172,2459,2553,6454969,12.280000,0.024000,2.000000,-1,,
994,C002178,1158,814,3039406,23.990000,0.235000,1.000000,33,V0064,D001_2
995,C002179,1358,1840,3565232,5.540000,0.074000,2.000000,58,V0267,D001_4
996,C002183,602,1860,1581508,23.559999,0.157000,2.000000,53,V0267,D001_4
997,C002188,959,345,2516761,12.490000,0.121000,2.000000,30,V0064,D001_2
998,C002192,1849,2088,4853864,3.170000,0.122000,2.000000,7,V0127,D001_1
999,C002200,1510,702,3962942,13.970000,0.186000,1.000000,63,V0004,D001_5
1000,C002201,2522,440,6618168,2.500000,0.171000,2.000000,-1,,
1001,C002203,292,2313,768521,15.140000,0.146000,3.000000,62,V0004,D001_5
1002,C002204,2299,1682,6034258,11.940000,0.216000,2.000000,1,V0127,D001_1
1003,C002205,278,928,730400,3.930000,0.161000,3.000000,31,V0064,D001_2
1004,C002206,1989,866,5220002,8.320000,0.200000,2.000000,-1,,
1005,C002207,1985,1415,5210055,10.260000,0.190000,2.000000,-1,,
1006,C002209,1813,2204,4759516,16.459999,0.135000,2.000000,7,V0127,D001_1
1007,C002211,1219,2314,3200970,16.379999,0.108000,1.000000,4,V0127,D001_1
1008,C002212,1051,2413,2760237,16.389999,0.083000,2.000000,50,V0267,D001_4
1009,C002217,1464,94,3841630,0.710000,0.026000,2.000000,29,V0064,D001_2
1010,C002218,1683,1070,4417262,6.670000,0.037000,1.000000,-1,,
1011,C002220,2392,709,6277317,15.810000,0.148000,2.000000,-1,,
1012,C002221,1090,2198,2862358,24.790001,0.038000,2.000000,50,V0267,D001_4
1013,C002222,265,195,695555,14.490000,0.194000,3.000000,24,V0064,D001_2
1014,C002225,986,2132,2589396,19.070000,0.236000,1.000000,50,V0267,D001_4
1015,C002226,2004,335,5258831,11.120000,0.212000,2.000000,26,V0064,D001_2
1016,C002227,16,129,42113,7.100000,0.126000,2.000000,24,V0064,D001_2
1017,C002228,153,649,402121,0.420000,0.234000,3.000000,27,V0064,D001_2
1018,C002229,862,1131,2263019,12.720000,0.227000,1.000000,31,V0064,D001_2
1019,C002230,1231,843,3230987,7.640000,0.234000,1.000000,63,V0004,D001_5
1020,C002233,478,177,1254449,23.969999,0.141000,2.000000,24,V0064,D001_2
1021,C002234,2385,556,6258796,0.620000,0.051000,2.000000,-1,,
1022,C002235,435,890,1142330,2.660000,0.143000,2.000000,27,V0064,D001_2
1023,C002238,474,579,1244355,7.240000,0.156000,2.000000,27,V0064,D001_2
1024,C002239,1716,113,4502897,14.390000,0.239000,2.000000,29,V0064,D001_2
1025,C002241,1269,832,3330688,22.750000,0.153000,2.000000,63,V0004,D001_5
1026,C002243,328,1424,862096,2.400000,0.201000,2.000000,28,V0064,D001_2
1027,C002245,1353,1802,3552074,4.300000,0.227000,2.000000,58,V0267,D001_4
1028,C002246,202,1256,531304,15.200000,0.031000,3.000000,28,V0064,D001_2
1029,C002247,126,1332,331956,7.040000,0.207000,3.000000,28,V0064,D001_2
1030,C002251,1310,1740,3439180,13.340000,0.181000,2.000000,58,V0267,D001_4
1031,C002252,1212,2563,3182851,13.940000,0.221000,3.000000,4,V0127,D001_1
1032,C002255,83,2554,220346,8.820000,0.066000,2.000000,62,V0004,D001_5
1033,C002258,1711,2301,4491965,18.590000,0.017000,2.000000,4,V0127,D001_1
1034,C002259,41,2531,110115,16.480000,0.224000,2.000000,62,V0004,D001_5
1035,C002260,1141,289,2994273,0.860000,0.030000,2.000000,32,V0064,D001_2
1036,C002261,1190,1925,3124485,20.780001,0.160000,1.000000,55,V0267,D001_4
1037,C002262,1026,124,2692348,4.940000,0.118000,2.000000,32,V0064,D001_2
1038,C002265,2047,1383,5372711,19.920000,0.154000,2.000000,-1,,
1039,C002268,808,404,2120596,23.320000,0.233000,1.000000,30,V0064,D001_2
1040,C002270,435,2010,1143450,14.570000,0.165000,2.000000,53,V0267,D001_4
1041,C002271,2146,1081,5632185,18.070000,0.045000,1.000000,-1,,
1042,C002273,595,1168,1562448,18.690001,0.141000,2.000000,31,V0064,D001_2
